73594818	727
23005848	290
10295265	197
3263650	52
91248304	472
6494879	120
88556814	345
4621402	64
18602983	365
14216628	199
74862213	636
91909920	584
15405074	336
92751348	422
2951453	39
6865011	125
72903184	88
21829409	455
1356853	10
925181	7
89991415	347
10707725	179
69937621	134
9744419	209
77037680	458
114147284	487
88086719	474
10677705	167
10957481	207
61816921	368
26872876	447
32895559	406
5401592	68
28173292	617
112202963	698
19181446	387
7652706	150
79036335	177
9154849	178
6159568	135
28197008	616
12087391	231
13471860	293
6158968	120
2088112	33
8973836	177
1576290	11
97390762	638
4209244	86
13682593	228
1151223	17
9343968	114
3206614	54
23913018	437
22274288	296
16614234	354
12968444	211
81211501	221
11291891	224
74205702	429
98205473	426
17121553	351
984918	4
98103109	450
9555600	122
102198281	574
6294654	129
14201918	310
1323831	17
10785173	155
3963089	61
78192805	143
80303431	338
90121996	427
22055150	377
28345301	276
2160156	37
12352457	260
5244894	96
11295194	227
10846712	197
28434457	533
30023655	666
15346537	334
13071409	272
4276486	83
13349684	160
23189864	355
88540903	511
15455206	339
115270890	605
24826191	529
79146504	271
7971806	65
6170075	104
5311536	94
8855261	115
8710270	104
20160661	431
16499862	358
11246863	226
18292588	402
100295686	416
7415858	157
21162690	470
4091569	69
1276402	20
82272967	176
86296394	506
104213146	523
78196408	145
15274792	320
87359662	283
89293176	520
1554677	18
11316807	239
9411210	182
102311151	558
2181770	13
16440124	248
7217733	140
5356564	106
123298232	691
15559972	284
70315558	162
12410994	153
92305268	463
13467357	150
1150022	12
85338193	160
93385647	292
15360646	323
18298591	397
2406612	48
14300981	305
20717211	261
5264106	99
60121156	265
9988173	154
3325188	69
12498949	258
15206349	321
4452096	82
10196203	215
3263049	54
96947383	644
23034366	502
22648623	436
2403309	44
11278083	201
16091305	252
85400632	218
8982241	155
841729	5
102414717	400
92385418	458
5398890	113
108457511	498
6118142	68
78354006	109
16994572	159
1509048	28
16011455	212
17417838	382
18399455	391
97483820	495
15527551	320
2015766	21
6369700	134
6459456	125
4384554	82
67325080	372
110379019	631
5419904	120
27472352	593
1716177	13
2391301	44
7595970	147
93391650	670
14403345	311
150760678	403
87452420	300
98327950	524
109383894	231
85391926	432
5435514	106
22353538	449
64316591	229
4343728	89
18384746	382
15472016	328
11414369	193
3335995	55
6543810	138
97459504	497
24324576	517
28362111	464
86447088	185
95607041	290
15479221	329
453284	3
108196047	524
26305520	470
27315054	534
12469531	259
5225982	82
4380351	92
3444062	25
26820043	400
2377493	47
2484961	36
16249505	268
3433556	55
64422558	77
93473001	477
73503861	239
60538117	323
28508003	327
78412844	462
3098546	39
11046037	152
467994	5
89662108	423
2414116	38
14467285	322
99753545	281
86536845	400
84315750	235
21849822	405
559851	6
12460225	256
101757904	532
1540568	28
6655479	126
89469387	318
17241028	369
69515256	141
84575413	108
89508112	99
1356853	9
16630444	349
5255700	80
90512542	259
16084101	338
1441205	22
11469302	232
14262256	279
25763079	477
96345204	315
72465208	203
96488094	470
1479629	8
10257741	92
19509852	407
9292635	150
5419903	110
95419123	471
9458039	196
14309686	311
19475030	400
10630876	213
5521067	113
546644	9
3469579	72
13373699	170
79525042	502
5335251	74
68254163	602
1545070	7
79475510	252
12330844	142
17522304	378
13390809	256
8680851	91
21193309	384
12545479	262
26879781	431
116640050	204
7538934	61
78660499	132
54113483	574
108555072	602
3601362	75
26522856	323
20755935	329
1606008	11
2437831	31
7870043	59
83543365	201
14366422	280
6206998	71
81563922	313
109518378	549
38269534	450
130596715	352
23615831	471
10674103	225
8505542	158
4866056	47
7779686	150
20718412	436
135510200	133
119297919	667
7753870	163
91703990	206
18217541	348
16698886	343
17328082	255
2266123	27
656212	11
116654760	504
31641971	250
21682617	232
19797133	280
15186237	267
10640182	207
9227194	194
9458940	159
21673611	437
379629507	300
12979251	110
32882951	482
113601842	674
27361283	234
13783756	283
3069128	38
78450367	537
30506358	58
156403021	627
155542981	549
1138615	9
7438971	147
9343368	172
10353502	156
15640122	312
135716430	79
9286032	109
562554	4
11524837	224
16944441	292
22667535	312
9520478	179
6575330	125
108023739	130
5352662	100
11475607	66
20658674	408
29042939	163
20360587	241
28501099	401
9734813	110
32697734	388
44448914	489
5204669	45
12002437	137
28836409	452
6381708	99
10211513	113
7095856	136
377009462	666
7326101	75
5618029	90
10220819	121
9213085	138
13334374	124
30418703	470
3324888	53
23570202	361
31040093	348
95711807	574
24868518	245
21656500	152
41777836	422
148818157	539
19298820	379
12997262	193
9696090	160
5192361	72
18940395	357
15303311	295
3411943	34
38413323	455
7906665	69
16254308	255
20059798	377
7698335	130
120584527	133
16262413	186
27738620	324
10962284	112
8806931	112
24881126	371
4307105	51
12638537	241
118142494	597
31621258	547
34515076	593
5751612	59
11580372	226
5072886	55
9341266	185
406555817	605
12477336	137
4091570	77
30421405	558
9654663	195
4242865	21
14606573	241
2224096	18
134488059	198
4564366	80
13488971	230
114856330	603
35459469	546
23409902	407
7337808	46
5086694	63
8595898	160
3832507	12
3623275	34
2433028	38
160279056	678
13434937	175
7179609	93
22238866	409
90473817	262
5023654	57
30265607	570
4378249	57
1431599	15
97058153	234
63558615	274
54443390	457
3630180	55
5636340	118
11733769	139
14435766	214
7278371	78
22220554	403
1573888	17
80472437	194
17478476	294
5537878	88
5070484	91
129774499	283
3261549	40
17530109	254
5685270	64
3015694	36
6473866	89
9090008	149
43398854	432
63220603	647
8999051	178
7385839	47
13256925	253
25575762	393
25178612	191
4421177	56
6130450	78
10124758	129
37535573	386
12367467	247
27107023	346
4892772	73
100602779	492
34194474	675
4773898	100
118653414	276
3820199	36
111459697	233
15129201	226
110117554	354
14270362	264
56468462	591
16367479	299
8380663	152
11084461	214
93526134	247
75403153	245
17231721	315
7622687	149
14242745	257
1494939	13
6602646	102
129778401	271
16827368	294
40189539	538
13503981	220
5624032	81
141750519	631
32702237	458
3161285	44
17204104	343
3179897	53
26871976	282
2684286	8
3715133	69
18062943	341
9715301	141
19404486	361
4635811	100
125801504	345
23521872	425
63839591	618
2078806	19
2669577	19
18750975	366
13763043	257
34104117	592
1658241	19
24624764	401
15874269	243
31831090	331
1717378	18
13134749	179
6631765	118
7017207	122
19536869	398
21336199	388
38401616	595
5368871	62
1534264	1
3773669	60
24239623	417
18155102	258
22112487	345
70118334	195
2906425	22
14379630	144
33470420	626
30379979	439
3135169	43
15648527	309
5615626	66
4974724	51
27962260	572
19558183	327
8485129	143
5988161	97
26383268	275
93370336	516
15592992	270
6523396	115
78852019	336
42939266	488
8190344	150
3767066	38
2200382	9
63996590	361
2880009	23
2015466	19
16835473	359
84600929	354
15367551	230
735762	10
11931894	195
7521523	143
37604316	294
6975180	104
30203468	501
2451640	5
10583446	165
29390557	423
19369664	355
12472533	137
27261020	421
1079178	21
137780826	354
15422185	285
15452804	213
58810233	471
29372546	342
18177616	207
17586845	302
22829637	317
103387927	68
101404882	345
63024580	464
2821172	45
49927955	613
20521487	328
114595766	570
39218429	443
5725795	85
28541324	514
37160637	627
37462627	498
181763248	297
3373219	46
113564019	459
4169318	24
8467718	145
35625473	650
8577286	119
31347787	476
20744828	233
26344244	351
3284363	31
82149590	660
12301425	136
679927	9
91073594	644
16515471	283
2407212	25
12758312	237
135269749	608
86616095	60
13321466	169
19182646	218
17040801	346
1044356	8
13292948	140
5164443	71
21007193	281
6966776	77
16595322	231
4110481	58
13359590	160
8281301	89
16162149	225
18517429	255
6668087	110
16272919	199
29241964	144
10786074	147
35304571	194
34807760	538
16497460	324
111616995	158
42887934	493
122009522	247
13360490	13
7167601	107
14721845	301
15357345	242
80914914	182
21933874	323
103839411	565
38442742	582
28295470	337
41721702	640
17515400	280
14913066	273
50838426	146
12025552	206
68172513	423
19840060	332
29037235	194
20964266	303
10201006	121
20161861	123
7767078	95
12259999	145
34511173	427
31946963	207
8747493	149
21799991	407
16008153	174
52880609	568
2595730	18
76426196	87
29846844	257
13673887	132
12229380	202
3493594	14
25093959	442
18430674	217
121107455	222
4683842	24
7468390	27
35368211	373
7804301	72
22147008	226
1496139	7
5044068	10
2154753	6
18764785	270
2505073	31
51654940	613
21772373	246
9202879	95
38181278	306
132120472	411
6960771	22
4807819	65
3490593	52
3789279	13
8760401	160
10577142	87
28476483	374
24539211	172
1183644	18
22972526	267
18417466	251
5223280	69
3404738	53
51047058	553
109566407	236
25108368	443
13039889	247
21936576	271
3726541	43
13109233	145
1437002	11
3161285	42
15777308	148
42555025	230
30487146	358
15172729	212
35483784	533
55981857	675
8330531	37
54191232	174
3992507	70
29936900	446
10302470	25
47626709	203
5649548	76
7788992	115
30215775	515
18184220	138
4631909	53
31140056	103
7211429	141
18382044	241
4564066	49
138060302	231
71338901	445
122590387	595
43840131	155
5301329	48
37729795	344
18386847	258
5323543	18
39975805	146
36721461	332
87605816	583
4742679	80
110616767	426
