185000180	1404
124331780	1170
68954504	180
84817665	130
16746016	269
10955080	209
2769239	40
9207983	176
6182082	77
30056675	508
13602142	163
7961000	158
7439872	154
122748586	304
14140080	159
134819766	1208
12987656	275
4415773	31
74990094	161
5129621	85
93152099	481
1320229	18
25370432	475
101166832	523
10868925	200
7870343	161
80229584	116
119179945	789
6075816	95
17098438	294
23136729	377
7470492	144
12408293	263
136229752	574
23959246	445
7225538	132
123151739	955
15667739	240
5124819	82
14198616	302
96351809	297
11021722	203
94920810	610
13143754	252
7238446	146
113037788	823
83304715	318
11925590	105
70661375	1023
5823357	100
2879408	42
40705864	616
32368127	703
23834368	371
115076068	1196
9298039	122
70224902	148
30586809	471
5048871	59
31600245	441
13376100	292
38270734	800
2257718	27
104568569	689
119516756	1160
121448470	1090
3508003	67
84405807	437
242236524	1698
15135205	246
10383821	230
77315955	78
10443559	210
7065838	96
33609107	581
11309303	245
87936324	284
13526495	289
12391782	259
12333546	213
126074675	892
102558506	466
17404630	378
11469603	206
9348171	199
8536761	175
16483352	349
13334074	242
16397797	356
80336751	548
13238914	261
19688464	445
3683613	78
8216160	153
8591096	176
2396705	49
8552071	172
103303875	816
17806282	253
104449394	645
3752957	70
98256506	574
5399791	107
128555733	499
90480722	426
4251871	53
11525438	250
2328562	38
82385238	518
71307981	160
3618472	62
54266579	395
4359037	83
4292996	93
66311943	270
1488635	21
112413396	721
14432163	306
94286212	468
20450643	439
17234423	304
18201331	345
32458784	453
19279908	413
24324576	293
645405	8
120587529	906
7443774	163
14456479	291
16583315	342
80425907	345
6781258	80
142404630	1322
118126284	1122
73578007	88
4106578	77
86488815	272
104372546	577
147525546	1492
121439765	920
14483195	316
163824581	1481
91301437	389
8471620	181
5439416	99
108446104	830
226487734	1446
237522364	2043
10345697	180
14454378	305
6450751	131
8572184	162
16411907	341
33675448	712
181470264	973
16627142	352
258453909	1564
104738476	565
97518641	1070
92546019	479
11492417	236
45295145	863
18821820	345
263461654	1750
12436511	246
23357068	433
3541924	67
1331637	5
3432956	55
9944646	218
74617560	190
147239166	1307
3442862	60
4655323	85
100841429	592
5450223	98
5760317	126
123430614	971
9588021	204
8634022	182
1516252	11
32191917	590
5625533	111
24613057	531
2279631	21
20283438	362
2592428	45
107519722	487
6342984	134
100498913	434
92449058	391
378652394	2683
12522964	261
17476975	372
109420816	745
116413707	831
31082720	669
4686243	90
21505505	464
95909632	295
2554604	31
6603246	143
110557931	1013
3595959	53
17782267	371
25538538	542
230431911	1627
16240499	261
8447905	158
186870355	2030
204413972	1291
3821100	55
2327662	23
100566456	648
3658398	39
8708769	165
79519639	242
15672842	210
88778053	252
10369412	195
15513443	316
115784213	582
2503573	46
4522340	93
232711843	1566
74713920	319
8900890	200
164298880	1531
11867353	245
11847541	248
2542296	50
24948968	474
8218861	173
27500871	599
15580985	342
79592284	239
5550185	96
18370337	362
82538634	153
11603487	246
19692367	427
111607689	820
98687276	425
19504449	416
30606621	679
107406252	756
13744732	297
91751420	194
136571667	1074
77717606	358
36290091	645
1544170	13
2756631	40
64326798	128
8396273	129
10546824	211
16748418	367
1566084	15
11587577	223
108440701	714
37453320	690
4649020	89
26908298	585
17714725	364
5628535	110
6500283	129
15486125	206
121567945	755
152698394	1420
88571523	319
12536173	265
1612013	20
3607065	58
237597111	1684
555649	4
7833720	155
8149518	75
2609238	43
57036419	279
9020365	175
8322127	112
332831318	849
1924808	13
22604195	465
21642691	426
146336799	1260
113492574	863
23619433	497
93305195	577
18636904	147
3709129	70
5751612	105
89695728	235
7274768	128
12630431	255
4839640	85
1562782	27
148304235	398
71699127	215
892761	3
15971830	321
264519818	1512
7576158	157
118675028	703
87710282	249
119615218	678
129616899	191
15702861	339
143844935	544
12752308	258
85906149	517
305650449	2150
20498073	410
30724595	480
1267096	19
104747481	534
127601134	674
81578331	464
33877175	678
7609779	121
5140428	57
106652177	718
9568809	191
9603931	155
102681584	412
104831234	497
4211045	72
259875902	2167
1761506	18
11676433	244
2518882	9
139662108	787
2004959	22
8499237	129
285312076	1518
20623851	438
20664978	439
5748910	60
2270926	12
10501195	213
165825338	1104
12164539	200
80679567	321
107809404	296
13173173	229
2266724	29
111186224	146
9529184	115
7628091	25
3604664	57
153795884	761
119922011	670
2909427	13
97911889	107
8506141	126
13440941	148
31368499	348
2635355	36
10525210	104
127457343	1008
23518869	344
27504473	517
2375992	34
3106951	39
127685486	1176
7922275	150
155291723	646
11693543	176
132581561	696
26590398	219
3696221	73
4703054	78
29134196	365
134641154	446
418696642	1704
13130245	231
691635	5
30306132	407
46037211	335
34592524	401
40400572	426
7831919	150
718051	5
74225214	406
1352650	12
2311751	28
3896747	71
25336511	448
125627694	927
18976717	388
140761398	1064
10063520	160
1779218	12
17941967	288
13531598	241
4269581	16
1720081	16
20196083	430
24077221	386
2206686	16
150148593	226
126114900	848
32431467	428
28707028	385
129025528	1256
154105078	943
26096288	549
43333413	236
2101019	18
61502624	815
12624128	249
207971807	1364
139050324	367
27695092	502
42590447	720
52786951	405
155903207	841
9473650	93
51011335	236
8794323	146
13289045	122
116788943	1061
7964302	107
134733613	287
56068611	475
26740493	528
28797385	410
32691430	155
191724703	301
18648912	383
80685571	604
25561353	414
144777320	454
24980187	361
142822192	715
1565783	20
14085746	227
41906917	206
4394459	60
16321850	311
120237809	617
58718675	207
12798537	219
13962669	255
28138171	532
103878736	668
2169462	20
25557450	285
151530962	1205
29982829	473
54085266	176
5394988	97
27358281	358
36607690	685
1633626	10
63784657	940
8554472	146
6708312	88
93105571	969
3299672	59
30125419	492
111570766	929
4863354	79
7320097	98
19208763	247
41842377	840
164111863	873
3527515	63
13762743	219
11377745	223
1759705	9
115536257	1144
33525354	512
6320469	33
44823549	736
116541288	264
4093370	63
3505602	43
138783456	482
3563537	54
44970342	787
118150899	459
88445144	783
14064432	235
15515844	311
197646822	1585
5369772	81
18857842	250
6540507	111
98252003	330
15604400	326
51581393	957
48537781	706
135614066	1732
17999303	347
3936072	38
2182370	36
3889243	52
19859272	356
4608494	41
14354715	166
2746425	35
135842209	1254
22357741	451
252421020	2835
26013737	523
3548529	39
72321117	926
79604892	275
3020197	58
9333161	142
25536737	323
29374647	476
833624	2
153837910	559
4224553	62
27309951	557
61103073	1117
57627790	753
7520023	47
126190848	382
114909163	172
5743807	102
4948908	67
14632689	144
28258546	397
32798598	663
6522196	84
113839891	824
180838366	939
6513791	62
48517969	694
23137630	337
1082180	13
4885568	106
11570166	176
32690230	553
2877307	41
5100503	78
115264587	893
34939542	617
10044608	193
10140068	197
92258738	493
23735606	202
689233	4
13635162	258
64944885	1124
3354306	50
1308822	4
153938773	522
27403309	465
196692523	1345
3870030	55
2501170	19
4779301	71
10662096	196
93655816	292
108227266	781
9144643	86
19037055	277
69766813	1303
26814039	474
9645958	169
214335502	850
12648443	228
147920595	111
